"Feature","AvgWeight","CancerType"
"erythroid progenitor cell_Bone Marrow",0.000774645398899883,"Colorectal Cancer"
"ionocyte_Salivary Gland",0.00076287125225259,"Colorectal Cancer"
"liver dendritic cell_Liver",0.000736702936654249,"Colorectal Cancer"
"secretory cell_Trachea",0.000734513738163176,"Colorectal Cancer"
"monocyte_Blood",0.000729829068798895,"Colorectal Cancer"
"plasma cell_Bladder",0.000729059972420074,"Colorectal Cancer"
"classical monocyte_Blood",0.000728625575510789,"Colorectal Cancer"
"enterocyte of epithelium of large intestine_Large Intestine",0.000726523170506129,"Colorectal Cancer"
"endothelial cell_Uterus",0.000718705804703817,"Colorectal Cancer"
"B cell_Bladder",0.000718065009436477,"Colorectal Cancer"
"pericyte_Mammary",0.000699321749426999,"Colorectal Cancer"
"eye photoreceptor cell_Eye",0.000683604920830607,"Colorectal Cancer"
"duct epithelial cell_Salivary Gland",0.000658524931344353,"Colorectal Cancer"
"myoepithelial cell_Salivary Gland",0.000648691997506276,"Colorectal Cancer"
"CD4 positive alpha beta T cell_Eye",0.000639861049647477,"Colorectal Cancer"
"epithelial cell_Vasculature",0.000632220956569021,"Colorectal Cancer"
"neutrophil_Spleen",0.000613657920938353,"Colorectal Cancer"
"CD8 positive alpha beta T cell_Eye",0.000588902863736929,"Colorectal Cancer"
"leukocyte_Fat",0.000553823936389855,"Colorectal Cancer"
"intestinal crypt stem cell_Small Intestine",0.000552224688027561,"Colorectal Cancer"
"B cell_Lung",0.00054812846181538,"Colorectal Cancer"
"mesenchymal stem cell_Muscle",0.000537591833299427,"Colorectal Cancer"
"transit amplifying cell of small intestine_Small Intestine",0.000534540082150737,"Colorectal Cancer"
"fibroblast_Salivary Gland",0.000525014165732606,"Colorectal Cancer"
"endothelial cell of lymphatic vessel_Uterus",0.000523677820215385,"Colorectal Cancer"
"hematopoietic stem cell_Blood",0.000502742944882353,"Colorectal Cancer"
"DN3 thymocyte_Thymus",0.000488557883328973,"Colorectal Cancer"
"DN4 thymocyte_Thymus",0.000467755974137349,"Colorectal Cancer"
"erythrocyte_Vasculature",0.000467096929578946,"Colorectal Cancer"
"goblet cell_Large Intestine",0.000461713607700697,"Colorectal Cancer"
"plasma cell_Fat",0.000447008319164455,"Colorectal Cancer"
"monocyte_Large Intestine",0.00042892131763688,"Colorectal Cancer"
"basal cell_Salivary Gland",0.000425267043224347,"Colorectal Cancer"
"macrophage_Lymph Node",0.000421216637851208,"Colorectal Cancer"
"T cell_Bladder",0.000414879474690011,"Colorectal Cancer"
"pancreatic ductal cell_Pancreas",0.000413635899053687,"Colorectal Cancer"
"naive B cell_Lymph Node",0.000409363884610867,"Colorectal Cancer"
"fibroblast_Small Intestine",0.000405924232137268,"Colorectal Cancer"
"gut endothelial cell_Small Intestine",0.000393210759027344,"Colorectal Cancer"
"pericyte_Bladder",0.000379630528751394,"Colorectal Cancer"
"erythrocyte_Liver",0.000375962589725281,"Colorectal Cancer"
"Langerhans cell_Skin",0.000359119863516509,"Colorectal Cancer"
"enterocyte of epithelium of small intestine_Small Intestine",0.000346646234821004,"Colorectal Cancer"
"plasma cell_Pancreas",0.00033672117094447,"Colorectal Cancer"
"endothelial cell_Salivary Gland",0.000320826840731441,"Colorectal Cancer"
"macrophage_Blood",0.000306880888781389,"Colorectal Cancer"
"endothelial cell_Pancreas",0.000300348987496321,"Colorectal Cancer"
"basal cell_Trachea",0.000291520183967891,"Colorectal Cancer"
"naive B cell_Blood",0.000289539080647341,"Colorectal Cancer"
"fibroblast_Uterus",0.000285630896950791,"Colorectal Cancer"
"fibroblast of cardiac tissue_Heart",0.000269902406861347,"Colorectal Cancer"
"bladder urothelial cell_Bladder",0.000266897785284222,"Colorectal Cancer"
"myeloid dendritic cell_Thymus",0.000251129952767949,"Colorectal Cancer"
"plasma cell_Thymus",0.00024227221800835,"Colorectal Cancer"
"CD8 positive alpha beta T cell_Salivary Gland",0.000238960278176742,"Colorectal Cancer"
"macrophage_Fat",0.000230841941052375,"Colorectal Cancer"
"cell of skeletal muscle_Skin",0.000224267264569136,"Colorectal Cancer"
"naive B cell_Thymus",0.000213993585160295,"Colorectal Cancer"
"retinal pigment epithelial cell_Eye",0.000213754958422148,"Colorectal Cancer"
"effector CD4 positive alpha beta T cell_Lung",0.00020849323125896,"Colorectal Cancer"
"mast cell_Skin",0.000207597737247383,"Colorectal Cancer"
"plasma cell_Liver",0.000200211124691907,"Colorectal Cancer"
"CD8 positive alpha beta memory T cell_Spleen",0.000199870768484777,"Colorectal Cancer"
"conjunctival epithelial cell_Eye",0.000196708090851365,"Colorectal Cancer"
"type I pneumocyte_Lung",0.000185603007426509,"Colorectal Cancer"
"erythrocyte_Thymus",0.000171744285919544,"Colorectal Cancer"
"serous cell of epithelium of bronchus_Lung",0.000163714883978263,"Colorectal Cancer"
"plasma cell_Eye",0.0001630003579858,"Colorectal Cancer"
"CD1c positive myeloid dendritic cell_Spleen",0.000151424517968704,"Colorectal Cancer"
"B cell_Pancreas",0.000146521450840992,"Colorectal Cancer"
"naive thymus derived CD4 positive alpha beta T cell_Blood",0.000142042385996095,"Colorectal Cancer"
"myofibroblast cell_Fat",0.00013872115513331,"Colorectal Cancer"
"bronchial smooth muscle cell_Lung",0.00012972078792617,"Colorectal Cancer"
"CD4 positive alpha beta T cell_Small Intestine",0.000121522710973967,"Colorectal Cancer"
"endothelial cell_Liver",0.000110207181389348,"Colorectal Cancer"
"mast cell_Bladder",0.000100340252955709,"Colorectal Cancer"
"keratinocyte_Tongue",8.05397664880184e-05,"Colorectal Cancer"
"CD4 positive alpha beta T cell_Bone Marrow",8.05263547657566e-05,"Colorectal Cancer"
"macrophage_Prostate",7.76618737471952e-05,"Colorectal Cancer"
"T cell_Vasculature",7.69566289567555e-05,"Colorectal Cancer"
"vein endothelial cell_Mammary",6.75600122425041e-05,"Colorectal Cancer"
"radial glial cell_Eye",4.77336436417279e-05,"Colorectal Cancer"
"stromal cell_Eye",4.15326502418469e-05,"Colorectal Cancer"
"lung ciliated cell_Lung",3.78617658037729e-05,"Colorectal Cancer"
"CD8 positive alpha beta T cell_Kidney",3.48323074556164e-05,"Colorectal Cancer"
"macrophage_Vasculature",3.37781640326693e-05,"Colorectal Cancer"
"endothelial cell of lymphatic vessel_Bladder",1.7952463687667e-05,"Colorectal Cancer"
"naive thymus derived CD8 positive alpha beta T cell_Spleen",1.53904146959536e-05,"Colorectal Cancer"
"fibroblast_Bladder",1.14900974108795e-05,"Colorectal Cancer"
"respiratory goblet cell_Lung",-7.88567629155063e-07,"Colorectal Cancer"
"CD8 positive alpha beta memory T cell_Lymph Node",-2.09647203848293e-05,"Colorectal Cancer"
"melanocyte_Skin",-3.57263627005288e-05,"Colorectal Cancer"
"pericyte_Tongue",-5.40660135995304e-05,"Colorectal Cancer"
"ciliated cell_Trachea",-5.63940912752185e-05,"Colorectal Cancer"
"medullary thymic epithelial cell_Thymus",-6.61775808527522e-05,"Colorectal Cancer"
"memory B cell_Skin",-9.25942393874647e-05,"Colorectal Cancer"
"macrophage_Thymus",-0.000120709131503519,"Colorectal Cancer"
"type B pancreatic cell_Pancreas",-0.000122642888319032,"Colorectal Cancer"
"basal cell of prostate epithelium_Prostate",-0.000125817098766547,"Colorectal Cancer"
"CD8 positive alpha beta T cell_Muscle",-0.000137061291672385,"Colorectal Cancer"
"memory B cell_Spleen",-0.000145823193889626,"Colorectal Cancer"
"CD8 positive alpha beta T cell_Blood",-0.000148125828529758,"Colorectal Cancer"
"connective tissue cell_Trachea",-0.000168781329648301,"Colorectal Cancer"
"epithelial cell_Prostate",-0.00016989384935862,"Colorectal Cancer"
"classical monocyte_Lymph Node",-0.00017480147956974,"Colorectal Cancer"
"naive thymus derived CD4 positive alpha beta T cell_Spleen",-0.000178530611138223,"Colorectal Cancer"
"naive B cell_Bone Marrow",-0.000183864229538444,"Colorectal Cancer"
"mesothelial cell_Thymus",-0.000193165675013035,"Colorectal Cancer"
"CD1c positive myeloid dendritic cell_Skin",-0.000203324148384166,"Colorectal Cancer"
"vein endothelial cell_Lung",-0.000205165519115209,"Colorectal Cancer"
"pericyte_Uterus",-0.000223046077363628,"Colorectal Cancer"
"CD141 positive myeloid dendritic cell_Skin",-0.000225230819979509,"Colorectal Cancer"
"basal cell_Lung",-0.00023117932784289,"Colorectal Cancer"
"macrophage_Bladder",-0.000232004079642455,"Colorectal Cancer"
"retinal blood vessel endothelial cell_Eye",-0.000237833415586904,"Colorectal Cancer"
"plasma cell_Lung",-0.000241050513268954,"Colorectal Cancer"
"mature NK T cell_Bladder",-0.000280266815728067,"Colorectal Cancer"
"intestinal enteroendocrine cell_Large Intestine",-0.000288629585013127,"Colorectal Cancer"
"mature NK T cell_Prostate",-0.000297620905795467,"Colorectal Cancer"
"mature NK T cell_Thymus",-0.000301338743456412,"Colorectal Cancer"
"smooth muscle cell_Heart",-0.000301964602179989,"Colorectal Cancer"
"fibroblast_Lung",-0.0003143704505992,"Colorectal Cancer"
"plasmacytoid dendritic cell_Spleen",-0.000319605192529796,"Colorectal Cancer"
"naive B cell_Spleen",-0.000323932360606493,"Colorectal Cancer"
"capillary endothelial cell_Thymus",-0.000339655523107465,"Colorectal Cancer"
"mature NK T cell_Skin",-0.0003472533155177,"Colorectal Cancer"
"T cell_Lymph Node",-0.000359605060904134,"Colorectal Cancer"
"mucus secreting cell_Trachea",-0.000361121882918958,"Colorectal Cancer"
"Mueller cell_Eye",-0.000367401480045597,"Colorectal Cancer"
"classical monocyte_Spleen",-0.000371615834356148,"Colorectal Cancer"
"mature NK T cell_Bone Marrow",-0.000377450675466405,"Colorectal Cancer"
"microglial cell_Eye",-0.000378712556682426,"Colorectal Cancer"
"endothelial cell of artery_Tongue",-0.000388721184441351,"Colorectal Cancer"
"innate lymphoid cell_Thymus",-0.000403278171404482,"Colorectal Cancer"
"memory B cell_Bone Marrow",-0.000406012863799447,"Colorectal Cancer"
"plasma cell_Skin",-0.000433125795263632,"Colorectal Cancer"
"mature NK T cell_Lymph Node",-0.000444782925234264,"Colorectal Cancer"
"macrophage_Spleen",-0.000458349639645146,"Colorectal Cancer"
"mature NK T cell_Uterus",-0.00046570730423434,"Colorectal Cancer"
"endothelial cell of lymphatic vessel_Thymus",-0.000480795581425376,"Colorectal Cancer"
"B cell_Salivary Gland",-0.000484516275463796,"Colorectal Cancer"
"basophil_Blood",-0.00048939454795141,"Colorectal Cancer"
"smooth muscle cell_Fat",-0.000491042062185657,"Colorectal Cancer"
"capillary endothelial cell_Tongue",-0.000494128640421123,"Colorectal Cancer"
"smooth muscle cell_Skin",-0.000520094269448534,"Colorectal Cancer"
"pigmented ciliary epithelial cell_Eye",-0.000524715507029289,"Colorectal Cancer"
"CD8 positive alpha beta memory T cell_Skin",-0.000526110305204297,"Colorectal Cancer"
"memory B cell_Thymus",-0.000548850140258237,"Colorectal Cancer"
"T cell_Salivary Gland",-0.000565822726015879,"Colorectal Cancer"
"mature NK T cell_Vasculature",-0.000646560060987502,"Colorectal Cancer"
"hematopoietic stem cell_Lymph Node",-0.00065156056217386,"Colorectal Cancer"
"epithelial cell of lacrimal sac_Eye",-0.000664217411722435,"Colorectal Cancer"
"immature natural killer cell_Thymus",-0.000664745167276446,"Colorectal Cancer"
"plasma cell_Vasculature",-0.000683562240749902,"Colorectal Cancer"
"endothelial cell_Lymph Node",-0.000700371336981889,"Colorectal Cancer"
"CD4 positive alpha beta memory T cell_Blood",-0.000730699019871139,"Colorectal Cancer"
"endothelial cell of lymphatic vessel_Vasculature",-0.00074377708948678,"Colorectal Cancer"
"vascular associated smooth muscle cell_Mammary",-0.000747890858294492,"Colorectal Cancer"
"intestinal tuft cell_Large Intestine",-0.000753953776008521,"Colorectal Cancer"
"muscle cell_Skin",-0.000759872366582988,"Colorectal Cancer"
"pancreatic D cell_Pancreas",-0.000764250884706192,"Colorectal Cancer"
"CD141 positive myeloid dendritic cell_Blood",-0.000765411297074106,"Colorectal Cancer"
"endothelial cell of lymphatic vessel_Lung",-0.000785409772251605,"Colorectal Cancer"
"B cell_Kidney",-0.000792685056642102,"Colorectal Cancer"
"mesothelial cell_Muscle",-0.000801372353382443,"Colorectal Cancer"
"tracheal goblet cell_Trachea",-0.000813433635037938,"Colorectal Cancer"
"mature NK T cell_Lung",-0.000816721319582534,"Colorectal Cancer"
"fibroblast_Prostate",-0.000839553081152004,"Colorectal Cancer"
"pancreatic acinar cell_Pancreas",-0.000843999494499355,"Colorectal Cancer"
"small intestine goblet cell_Small Intestine",-0.000866669027503189,"Colorectal Cancer"
"mature NK T cell_Blood",-0.000867288551689451,"Colorectal Cancer"
"erythrocyte_Spleen",-0.000867692233890683,"Colorectal Cancer"
"endothelial cell_Fat",-0.000871445790178237,"Colorectal Cancer"
"tongue muscle cell_Tongue",-0.000880870997633203,"Colorectal Cancer"
"macrophage_Salivary Gland",-0.000885938335375435,"Colorectal Cancer"
"dendritic cell_Eye",-0.000897982828446156,"Colorectal Cancer"
"T cell_Muscle",-0.000927680691912218,"Colorectal Cancer"
"vascular associated smooth muscle cell_Thymus",-0.000938843603558093,"Colorectal Cancer"
"T cell_Fat",-0.000946436072701546,"Colorectal Cancer"
"plasmacytoid dendritic cell_Lymph Node",-0.000949118129899696,"Colorectal Cancer"
"monocyte_Thymus",-0.000959309384094823,"Colorectal Cancer"
"T cell_Skin",-0.000980484819386401,"Colorectal Cancer"
"goblet cell_Small Intestine",-0.000981794613420525,"Colorectal Cancer"
"club cell_Prostate",-0.000994140785074072,"Colorectal Cancer"
"monocyte_Eye",-0.00100067128478467,"Colorectal Cancer"
"pancreatic A cell_Pancreas",-0.00100419765905488,"Colorectal Cancer"
"intermediate monocyte_Lymph Node",-0.00101600127770203,"Colorectal Cancer"
"innate lymphoid cell_Lymph Node",-0.00104224961422715,"Colorectal Cancer"
"lung microvascular endothelial cell_Lung",-0.00104856960134633,"Colorectal Cancer"
"T cell_Uterus",-0.00107603944189518,"Colorectal Cancer"
"neutrophil_Salivary Gland",-0.00108774331597547,"Colorectal Cancer"
"ciliated epithelial cell_Uterus",-0.00109921997082904,"Colorectal Cancer"
"macrophage_Muscle",-0.00109981628419711,"Colorectal Cancer"
"effector CD8 positive alpha beta T cell_Lymph Node",-0.00110394423359999,"Colorectal Cancer"
"melanocyte_Eye",-0.00112098245714492,"Colorectal Cancer"
"pericyte_Lung",-0.00112294074561541,"Colorectal Cancer"
"myeloid cell_Pancreas",-0.00113203519555471,"Colorectal Cancer"
"goblet cell_Trachea",-0.0011338061967848,"Colorectal Cancer"
"CD8 positive alpha beta cytokine secreting effector T cell_Blood",-0.00114660069368749,"Colorectal Cancer"
"erythrocyte_Lymph Node",-0.00116558482540979,"Colorectal Cancer"
"type I NK T cell_Blood",-0.00118551907862315,"Colorectal Cancer"
"mature NK T cell_Spleen",-0.00120120451872064,"Colorectal Cancer"
"plasmacytoid dendritic cell_Blood",-0.00120313124554281,"Colorectal Cancer"
"macrophage_Kidney",-0.00120728146940469,"Colorectal Cancer"
"smooth muscle cell_Bladder",-0.00120746586050205,"Colorectal Cancer"
"CD4 positive alpha beta T cell_Blood",-0.00122389096698628,"Colorectal Cancer"
"B cell_Lymph Node",-0.00123749665849267,"Colorectal Cancer"
"endothelial cell_Trachea",-0.00128911430867354,"Colorectal Cancer"
"pancreatic PP cell_Pancreas",-0.001290324260227,"Colorectal Cancer"
"CD8 positive alpha beta T cell_Thymus",-0.00129861848673238,"Colorectal Cancer"
"neutrophil_Small Intestine",-0.0013002687873868,"Colorectal Cancer"
"CD8 positive alpha beta cytotoxic T cell_Skin",-0.00134007027317423,"Colorectal Cancer"
"myometrial cell_Uterus",-0.00134249745463185,"Colorectal Cancer"
"smooth muscle cell_Lung",-0.00134373437644757,"Colorectal Cancer"
"mast cell_Eye",-0.00134815497331609,"Colorectal Cancer"
"myofibroblast cell_Bladder",-0.00134824248608305,"Colorectal Cancer"
"slow muscle cell_Muscle",-0.00135425270485984,"Colorectal Cancer"
"regulatory T cell_Lymph Node",-0.00136982752549322,"Colorectal Cancer"
"adipocyte_Eye",-0.00138770334121364,"Colorectal Cancer"
"naive B cell_Skin",-0.0013896167773961,"Colorectal Cancer"
"endothelial cell of hepatic sinusoid_Liver",-0.00139235047623043,"Colorectal Cancer"
"adventitial cell_Salivary Gland",-0.0014257564763943,"Colorectal Cancer"
"fibroblast_Trachea",-0.00144104982535084,"Colorectal Cancer"
"CD4 positive alpha beta T cell_Muscle",-0.00149349836641076,"Colorectal Cancer"
"endothelial cell_Spleen",-0.00149682851818462,"Colorectal Cancer"
"CD8 positive alpha beta T cell_Lung",-0.00151058476866748,"Colorectal Cancer"
"fast muscle cell_Thymus",-0.00151930831816745,"Colorectal Cancer"
"leukocyte_Tongue",-0.00152660110448298,"Colorectal Cancer"
"mesenchymal stem cell_Fat",-0.00155141062814792,"Colorectal Cancer"
"epithelial cell_Skin",-0.00156092104938864,"Colorectal Cancer"
"B cell_Thymus",-0.0015685267452222,"Colorectal Cancer"
"CD8 positive alpha beta T cell_Prostate",-0.00157210678635926,"Colorectal Cancer"
"club cell_Lung",-0.00157542460726105,"Colorectal Cancer"
"erythrocyte_Blood",-0.00159725125756568,"Colorectal Cancer"
"naive thymus derived CD4 positive alpha beta T cell_Lymph Node",-0.00159930495182588,"Colorectal Cancer"
"plasma cell_Small Intestine",-0.00160146426347693,"Colorectal Cancer"
"type I NK T cell_Spleen",-0.00160584761179589,"Colorectal Cancer"
"endothelial cell of lymphatic vessel_Tongue",-0.00161482571090854,"Colorectal Cancer"
"mast cell_Pancreas",-0.00162053488040615,"Colorectal Cancer"
"pericyte_Vasculature",-0.00163019653433801,"Colorectal Cancer"
"mature NK T cell_Pancreas",-0.00165144331695499,"Colorectal Cancer"
"B cell_Uterus",-0.00174593192119711,"Colorectal Cancer"
"T cell_Mammary",-0.00174705645010343,"Colorectal Cancer"
"fibroblast_Fat",-0.00175205140075307,"Colorectal Cancer"
"CD8 positive alpha beta T cell_Bone Marrow",-0.00175330389740118,"Colorectal Cancer"
"intestinal crypt stem cell of large intestine_Large Intestine",-0.00177899403788747,"Colorectal Cancer"
"common myeloid progenitor_Bone Marrow",-0.0018134128503996,"Colorectal Cancer"
"endothelial cell of artery_Lung",-0.00181459540342522,"Colorectal Cancer"
"neutrophil_Trachea",-0.00181589177519558,"Colorectal Cancer"
"T cell_Eye",-0.00186937574032421,"Colorectal Cancer"
"CD4 positive alpha beta memory T cell_Lymph Node",-0.00187007096452598,"Colorectal Cancer"
"plasma cell_Trachea",-0.00191000533084997,"Colorectal Cancer"
"intestinal tuft cell_Small Intestine",-0.0019251402744633,"Colorectal Cancer"
"plasmacytoid dendritic cell_Bladder",-0.00198890252757287,"Colorectal Cancer"
"neutrophil_Lung",-0.00200757672437524,"Colorectal Cancer"
"B cell_Vasculature",-0.00205719037483031,"Colorectal Cancer"
"neutrophil_Liver",-0.00208020956811615,"Colorectal Cancer"
"fibroblast of breast_Mammary",-0.00208583783777666,"Colorectal Cancer"
"platelet_Blood",-0.0021331377551112,"Colorectal Cancer"
"stromal cell_Skin",-0.00215057671817437,"Colorectal Cancer"
"neutrophil_Large Intestine",-0.0022407953834865,"Colorectal Cancer"
"vascular associated smooth muscle cell_Uterus",-0.00224457344708731,"Colorectal Cancer"
"erythroid lineage cell_Eye",-0.00224710134972564,"Colorectal Cancer"
"monocyte_Liver",-0.00225122204365356,"Colorectal Cancer"
"endothelial cell of lymphatic vessel_Muscle",-0.0022569623348158,"Colorectal Cancer"
"mast cell_Trachea",-0.00226080724727519,"Colorectal Cancer"
"plasma cell_Mammary",-0.00227818116223753,"Colorectal Cancer"
"CD4 positive alpha beta memory T cell_Skin",-0.00228041156788809,"Colorectal Cancer"
"B cell_Mammary",-0.00228667029573081,"Colorectal Cancer"
"plasmablast_Blood",-0.00230867533291654,"Colorectal Cancer"
"luminal cell of prostate epithelium_Prostate",-0.00236099582582421,"Colorectal Cancer"
"endothelial cell_Eye",-0.00237308286516013,"Colorectal Cancer"
"endothelial cell of artery_Thymus",-0.00238490686130303,"Colorectal Cancer"
"dendritic cell_Lung",-0.00242478281820825,"Colorectal Cancer"
"plasma cell_Bone Marrow",-0.002455198909782,"Colorectal Cancer"
"basophil_Lung",-0.0025015628614874,"Colorectal Cancer"
"macrophage_Heart",-0.00251522383131453,"Colorectal Cancer"
"fibroblast_Pancreas",-0.00251826159508365,"Colorectal Cancer"
"T cell_Trachea",-0.00261720186381368,"Colorectal Cancer"
"CD141 positive myeloid dendritic cell_Spleen",-0.00265547959064088,"Colorectal Cancer"
"naive thymus derived CD4 positive alpha beta T cell_Skin",-0.00266790931096544,"Colorectal Cancer"
"hepatocyte_Liver",-0.00270852308047137,"Colorectal Cancer"
"regulatory T cell_Spleen",-0.00271178932319584,"Colorectal Cancer"
"duodenum glandular cell_Small Intestine",-0.00271683767312328,"Colorectal Cancer"
"plasma cell_Salivary Gland",-0.00272910750587874,"Colorectal Cancer"
"non classical monocyte_Lung",-0.00281074049574639,"Colorectal Cancer"
"T cell_Prostate",-0.00283876170794056,"Colorectal Cancer"
"CD4 positive helper T cell_Salivary Gland",-0.00288294896233375,"Colorectal Cancer"
"neutrophil_Prostate",-0.00293323770354665,"Colorectal Cancer"
"innate lymphoid cell_Spleen",-0.0029420035096947,"Colorectal Cancer"
"pulmonary ionocyte_Lung",-0.00296546027928751,"Colorectal Cancer"
"CD4 positive alpha beta T cell_Lung",-0.0029688373496973,"Colorectal Cancer"
"type I NK T cell_Lymph Node",-0.00303507382494647,"Colorectal Cancer"
"CD4 positive helper T cell_Thymus",-0.00304993375200276,"Colorectal Cancer"
"macrophage_Lung",-0.00309882491932539,"Colorectal Cancer"
"CD1c positive myeloid dendritic cell_Lymph Node",-0.00310233668757855,"Colorectal Cancer"
"cardiac endothelial cell_Heart",-0.00314793653018077,"Colorectal Cancer"
"macrophage_Trachea",-0.00317660565146883,"Colorectal Cancer"
"CD4 positive helper T cell_Skin",-0.00323268085003505,"Colorectal Cancer"
"macrophage_Liver",-0.00329913357177452,"Colorectal Cancer"
"mature NK T cell_Kidney",-0.0033668709380914,"Colorectal Cancer"
"B cell_Small Intestine",-0.0033804806105261,"Colorectal Cancer"
"mesothelial cell_Lung",-0.00362991375706069,"Colorectal Cancer"
"mast cell_Mammary",-0.00416734463265935,"Colorectal Cancer"
"mast cell_Fat",-0.0044897188176431,"Colorectal Cancer"
"erythrocyte_Bone Marrow",-0.00455115924811054,"Colorectal Cancer"
"mature NK T cell_Fat",-0.00535179200433734,"Colorectal Cancer"
"ionocyte_Trachea",-0.0059363667949813,"Colorectal Cancer"
"platelet_Spleen",0.00821465001023735,"Gastric cancer"
"CD1c positive myeloid dendritic cell_Spleen",0.00529295339035373,"Gastric cancer"
"luminal epithelial cell of mammary gland_Mammary",0.00442980275575751,"Gastric cancer"
"macrophage_Uterus",0.00402844585317816,"Gastric cancer"
"mast cell_Large Intestine",0.00402726601342878,"Gastric cancer"
"endothelial cell of artery_Mammary",0.00394047408028756,"Gastric cancer"
"mast cell_Eye",0.0039365884201057,"Gastric cancer"
"intestinal crypt stem cell_Large Intestine",0.0038719228072033,"Gastric cancer"
"vascular associated smooth muscle cell_Uterus",0.0038156199321621,"Gastric cancer"
"enterocyte_Small Intestine",0.00380708346425359,"Gastric cancer"
"Mueller cell_Eye",0.0037534818565631,"Gastric cancer"
"enterocyte of epithelium of small intestine_Small Intestine",0.00370781337129478,"Gastric cancer"
"mast cell_Prostate",0.00360308175519766,"Gastric cancer"
"smooth muscle cell_Trachea",0.00359904869747607,"Gastric cancer"
"retinal bipolar neuron_Eye",0.00358895855031878,"Gastric cancer"
"retinal pigment epithelial cell_Eye",0.00357223978057006,"Gastric cancer"
"basal cell_Mammary",0.00355062161274377,"Gastric cancer"
"pericyte_Uterus",0.00347798838978804,"Gastric cancer"
"plasmacytoid dendritic cell_Spleen",0.00346524402745634,"Gastric cancer"
"retinal ganglion cell_Eye",0.00330372123190227,"Gastric cancer"
"monocyte_Eye",0.00327536961669481,"Gastric cancer"
"transit amplifying cell of small intestine_Small Intestine",0.0031794700631041,"Gastric cancer"
"eye photoreceptor cell_Eye",0.00314958018443585,"Gastric cancer"
"retina horizontal cell_Eye",0.00312626319117758,"Gastric cancer"
"neutrophil_Large Intestine",0.00311094679393167,"Gastric cancer"
"tendon cell_Muscle",0.00302942018024833,"Gastric cancer"
"naive B cell_Skin",0.00302240334807263,"Gastric cancer"
"ciliated cell_Trachea",0.00302226740236946,"Gastric cancer"
"erythroid progenitor cell_Bone Marrow",0.00293244241765344,"Gastric cancer"
"pericyte_Mammary",0.00288185469102142,"Gastric cancer"
"CD4 positive alpha beta T cell_Trachea",0.00282146412644605,"Gastric cancer"
"intrahepatic cholangiocyte_Liver",0.00280946541148498,"Gastric cancer"
"hepatocyte_Liver",0.0027957943693074,"Gastric cancer"
"DN3 thymocyte_Thymus",0.00278544155666097,"Gastric cancer"
"ciliated epithelial cell_Uterus",0.00270778509793137,"Gastric cancer"
"B cell_Mammary",0.00268706390470324,"Gastric cancer"
"innate lymphoid cell_Spleen",0.00265742960995848,"Gastric cancer"
"naive B cell_Bone Marrow",0.00263767206325246,"Gastric cancer"
"naive thymus derived CD4 positive alpha beta T cell_Lymph Node",0.00259731858035774,"Gastric cancer"
"vascular associated smooth muscle cell_Lung",0.0025861410185815,"Gastric cancer"
"muscle cell_Skin",0.00253706791663703,"Gastric cancer"
"fibroblast_Thymus",0.00252824908788286,"Gastric cancer"
"granulocyte_Bone Marrow",0.0025008408471247,"Gastric cancer"
"CD4 positive alpha beta T cell_Blood",0.00240244709364222,"Gastric cancer"
"intestinal crypt stem cell of small intestine_Small Intestine",0.00239815346448935,"Gastric cancer"
"paneth cell of epithelium of small intestine_Small Intestine",0.00236991332218981,"Gastric cancer"
"erythrocyte_Lymph Node",0.00233705605835614,"Gastric cancer"
"endothelial cell of artery_Muscle",0.00230377786289836,"Gastric cancer"
"endothelial cell_Skin",0.00227725077544841,"Gastric cancer"
"B cell_Pancreas",0.00222906532319361,"Gastric cancer"
"intestinal enteroendocrine cell_Small Intestine",0.0022287744486593,"Gastric cancer"
"plasmablast_Blood",0.00219536374413187,"Gastric cancer"
"connective tissue cell_Trachea",0.00218378621340714,"Gastric cancer"
"macrophage_Lung",0.00216517643637083,"Gastric cancer"
"CD8 positive alpha beta T cell_Kidney",0.00215493974724854,"Gastric cancer"
"CD141 positive myeloid dendritic cell_Lymph Node",0.00209889149809978,"Gastric cancer"
"B cell_Lung",0.00206000778753408,"Gastric cancer"
"smooth muscle cell_Heart",0.00205137199567665,"Gastric cancer"
"B cell_Large Intestine",0.00198481150395959,"Gastric cancer"
"blood vessel endothelial cell_Lung",0.00197393526323387,"Gastric cancer"
"enterocyte of epithelium of large intestine_Large Intestine",0.00195223683162924,"Gastric cancer"
"myeloid dendritic cell_Thymus",0.00195136626114581,"Gastric cancer"
"dendritic cell_Thymus",0.00194355030847329,"Gastric cancer"
"vascular associated smooth muscle cell_Mammary",0.00188859684949939,"Gastric cancer"
"plasma cell_Fat",0.001847731105886,"Gastric cancer"
"dendritic cell_Lung",0.00182753706669507,"Gastric cancer"
"platelet_Blood",0.00179710843289704,"Gastric cancer"
"liver dendritic cell_Liver",0.00177000670210175,"Gastric cancer"
"epithelial cell_Tongue",0.00175430432902441,"Gastric cancer"
"fibroblast_Fat",0.0017494274441398,"Gastric cancer"
"fibroblast_Vasculature",0.00173594524986346,"Gastric cancer"
"T cell_Uterus",0.00171781116963995,"Gastric cancer"
"plasma cell_Blood",0.00167352470791272,"Gastric cancer"
"plasmacytoid dendritic cell_Lung",0.0016615916641844,"Gastric cancer"
"mast cell_Small Intestine",0.0016322990068104,"Gastric cancer"
